epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,1608.84,1.0342,1.06993,1.29772,0.73456,0.66228,0.71442,0.43265,1.28746,1.31685,1.52673,0.000821206,0.000821206,0.000821206
43,1646.57,1.03527,1.06087,1.29139,0.78259,0.68335,0.73535,0.44098,1.30592,1.30611,1.54555,0.000800577,0.000800577,0.000800577
44,1684.31,1.01242,1.04172,1.27764,0.75061,0.68835,0.74475,0.43296,1.31504,1.30464,1.54596,0.000779948,0.000779948,0.000779948
45,1722.08,1.01651,1.013,1.27844,0.79931,0.6868,0.75793,0.44475,1.29816,1.29289,1.53161,0.000759318,0.000759318,0.000759318
46,1759.94,1.01073,1.03024,1.27331,0.70068,0.69996,0.71935,0.44299,1.29496,1.3524,1.54091,0.000738689,0.000738689,0.000738689
47,1797.71,0.99983,1.01433,1.26283,0.78631,0.69617,0.73597,0.44401,1.28698,1.33079,1.53959,0.00071806,0.00071806,0.00071806
48,1835.46,0.98636,0.99408,1.25841,0.79821,0.68827,0.75326,0.44991,1.27897,1.30701,1.54279,0.000697431,0.000697431,0.000697431
49,1873.87,0.98239,0.98881,1.2559,0.83105,0.66522,0.7593,0.45789,1.28005,1.25124,1.53527,0.000676802,0.000676802,0.000676802
50,1912.04,0.97124,0.97311,1.25046,0.79981,0.68865,0.76446,0.44819,1.29,1.27807,1.53855,0.000656173,0.000656173,0.000656173
51,1949.79,0.95781,0.95073,1.23708,0.80691,0.68113,0.7678,0.45998,1.24795,1.25751,1.50709,0.000635544,0.000635544,0.000635544
52,1987.68,0.95714,0.93677,1.24624,0.80168,0.7341,0.79345,0.47318,1.25329,1.2153,1.50768,0.000614915,0.000614915,0.000614915
53,2025.66,0.93935,0.93802,1.2327,0.80824,0.67011,0.73239,0.43865,1.2495,1.26396,1.5285,0.000594286,0.000594286,0.000594286
54,2063.66,0.92053,0.91946,1.20879,0.78612,0.68264,0.74293,0.45283,1.2676,1.26268,1.51594,0.000573656,0.000573656,0.000573656
55,2101.31,0.92729,0.93092,1.2156,0.80513,0.65432,0.74556,0.4424,1.2567,1.28464,1.52593,0.000553027,0.000553027,0.000553027
56,2138.97,0.9147,0.91603,1.20797,0.81828,0.67698,0.77033,0.46693,1.24545,1.23288,1.51998,0.000532398,0.000532398,0.000532398
57,2176.86,0.90971,0.89939,1.20658,0.80184,0.69143,0.74981,0.45611,1.24239,1.24741,1.51296,0.000511769,0.000511769,0.000511769
58,2214.81,0.89396,0.87776,1.2084,0.83681,0.69383,0.78559,0.46127,1.26864,1.26122,1.54094,0.00049114,0.00049114,0.00049114
59,2252.65,0.886,0.8701,1.1884,0.76241,0.72154,0.77368,0.45995,1.2763,1.26875,1.55105,0.000470511,0.000470511,0.000470511
60,2290.41,0.87937,0.86936,1.18887,0.81617,0.69986,0.77432,0.46405,1.26897,1.2233,1.55864,0.000449882,0.000449882,0.000449882
61,2328.15,0.87318,0.85751,1.17851,0.77914,0.70283,0.75903,0.45893,1.24239,1.23703,1.51369,0.000429253,0.000429253,0.000429253
62,2366.01,0.87061,0.84781,1.18087,0.78852,0.67544,0.75344,0.4587,1.23004,1.23639,1.52605,0.000408623,0.000408623,0.000408623
63,2403.85,0.84743,0.83923,1.16849,0.80531,0.72331,0.78234,0.47164,1.23451,1.23901,1.54107,0.000387994,0.000387994,0.000387994
64,2441.56,0.84957,0.83851,1.16923,0.767,0.73097,0.76687,0.46314,1.2396,1.23098,1.54531,0.000367365,0.000367365,0.000367365
65,2479.34,0.8457,0.82391,1.16314,0.81479,0.67604,0.75946,0.46743,1.24012,1.24988,1.53359,0.000346736,0.000346736,0.000346736
66,2517.21,0.83244,0.81771,1.15386,0.79947,0.6949,0.77662,0.4713,1.25317,1.24676,1.55977,0.000326107,0.000326107,0.000326107
67,2555.2,0.82227,0.81003,1.151,0.85436,0.68162,0.78834,0.46514,1.26066,1.21655,1.57103,0.000305478,0.000305478,0.000305478
