epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,50.5329,1.73771,3.2011,1.67501,0.41338,0.28469,0.26994,0.11891,2.05166,3.38698,1.95935,0.000552742,0.000552742,0.000552742
2,97.6247,1.76404,2.10217,1.72048,0.36625,0.31302,0.3025,0.14302,2.01343,9.00347,2.08403,0.00109469,0.00109469,0.00109469
3,143.327,1.75689,2.03083,1.71666,0.29967,0.36152,0.26972,0.12654,1.95675,2.53939,2.03954,0.00162289,0.00162289,0.00162289
4,188.081,1.75591,2.01613,1.70915,0.50062,0.45717,0.46674,0.22937,1.78237,2.1248,1.88139,0.00160511,0.00160511,0.00160511
5,233.753,1.67972,1.88852,1.63651,0.5193,0.54079,0.51977,0.23954,1.78764,2.03815,1.84311,0.00158448,0.00158448,0.00158448
6,278.831,1.66163,1.81928,1.63089,0.6446,0.55989,0.59807,0.31446,1.62717,1.81333,1.76256,0.00156385,0.00156385,0.00156385
7,324.073,1.61427,1.75791,1.60929,0.67594,0.53715,0.61574,0.32141,1.56846,1.70451,1.73759,0.00154323,0.00154323,0.00154323
8,369.448,1.59239,1.6954,1.58462,0.57409,0.55119,0.53935,0.26463,1.79497,1.88271,1.86469,0.0015226,0.0015226,0.0015226
9,414.461,1.56669,1.65782,1.57631,0.66947,0.62548,0.67902,0.35436,1.52173,1.58469,1.69047,0.00150197,0.00150197,0.00150197
10,459.781,1.53761,1.6063,1.54341,0.67557,0.63264,0.68521,0.36048,1.54734,1.5184,1.69141,0.00148134,0.00148134,0.00148134
11,505.038,1.50408,1.53277,1.52528,0.68932,0.61465,0.69408,0.3787,1.48109,1.44348,1.65979,0.00146071,0.00146071,0.00146071
12,550.463,1.51484,1.532,1.53069,0.70593,0.65137,0.71789,0.3926,1.48767,1.45384,1.65125,0.00144008,0.00144008,0.00144008
13,595.775,1.50755,1.50296,1.51777,0.69156,0.65816,0.72103,0.38654,1.51367,1.39089,1.64598,0.00141945,0.00141945,0.00141945
14,640.695,1.48287,1.49058,1.48911,0.65575,0.69707,0.70862,0.39144,1.49546,1.43298,1.64366,0.00139882,0.00139882,0.00139882
15,685.621,1.47142,1.46405,1.5045,0.67468,0.64909,0.7067,0.3936,1.4517,1.40784,1.60751,0.00137819,0.00137819,0.00137819
16,730.962,1.46365,1.4591,1.48779,0.64855,0.6308,0.6629,0.3701,1.44711,1.40607,1.62255,0.00135756,0.00135756,0.00135756
17,775.864,1.43458,1.38966,1.47041,0.73303,0.6331,0.72454,0.40885,1.45208,1.3798,1.60675,0.00133693,0.00133693,0.00133693
18,821.024,1.42002,1.40523,1.46729,0.70982,0.69018,0.75199,0.41894,1.43306,1.33986,1.62411,0.0013163,0.0013163,0.0013163
19,866.247,1.42028,1.37958,1.46898,0.70386,0.66509,0.72654,0.41864,1.39287,1.32687,1.5926,0.00129568,0.00129568,0.00129568
20,911.164,1.39269,1.33262,1.45341,0.71094,0.69339,0.74379,0.42495,1.40357,1.29466,1.58911,0.00127505,0.00127505,0.00127505
21,956.428,1.39317,1.32801,1.44974,0.7141,0.67363,0.74005,0.41681,1.41472,1.32806,1.59984,0.00125442,0.00125442,0.00125442
22,1001.29,1.3934,1.31437,1.44578,0.76935,0.65894,0.75943,0.43487,1.38962,1.23923,1.58031,0.00123379,0.00123379,0.00123379
23,1046.44,1.39325,1.28793,1.45052,0.75194,0.70438,0.76655,0.43814,1.39047,1.23054,1.57672,0.00121316,0.00121316,0.00121316
24,1091.64,1.36093,1.28457,1.43035,0.74534,0.65955,0.72107,0.3971,1.46258,1.30294,1.63269,0.00119253,0.00119253,0.00119253
25,1136.71,1.36801,1.26378,1.4313,0.71816,0.70111,0.73949,0.429,1.40195,1.23417,1.56434,0.0011719,0.0011719,0.0011719
26,1181.63,1.36343,1.24926,1.42908,0.65625,0.61211,0.67951,0.37528,1.52445,1.36244,1.64227,0.00115127,0.00115127,0.00115127
27,1226.68,1.3395,1.222,1.41006,0.69177,0.71919,0.76798,0.45163,1.36458,1.21281,1.55631,0.00113064,0.00113064,0.00113064
28,1271.76,1.351,1.23525,1.41197,0.69912,0.70119,0.76665,0.44874,1.35198,1.19576,1.53203,0.00111001,0.00111001,0.00111001
29,1316.66,1.32279,1.21628,1.39176,0.73859,0.67949,0.76287,0.43813,1.36973,1.24878,1.546,0.00108938,0.00108938,0.00108938
30,1361.61,1.31253,1.18808,1.38173,0.73172,0.72217,0.78113,0.4576,1.37986,1.13691,1.55022,0.00106876,0.00106876,0.00106876
31,1407.03,1.31993,1.19997,1.3992,0.75506,0.70244,0.7764,0.44081,1.37522,1.19776,1.54308,0.00104813,0.00104813,0.00104813
32,1451.84,1.30587,1.19417,1.38528,0.75747,0.68994,0.77819,0.44469,1.36562,1.16118,1.54744,0.0010275,0.0010275,0.0010275
33,1496.73,1.2932,1.1781,1.38448,0.78045,0.72869,0.79198,0.45071,1.37058,1.18165,1.57526,0.00100687,0.00100687,0.00100687
34,1541.82,1.29449,1.14507,1.3686,0.77845,0.71895,0.79834,0.47037,1.35962,1.16087,1.52785,0.000986239,0.000986239,0.000986239
35,1586.93,1.28667,1.15503,1.37225,0.69595,0.73484,0.76927,0.4452,1.35946,1.17071,1.5602,0.00096561,0.00096561,0.00096561
36,1631.62,1.26121,1.12615,1.35019,0.7329,0.71854,0.77543,0.46448,1.33469,1.14085,1.52304,0.000944981,0.000944981,0.000944981
37,1676.55,1.2494,1.10939,1.35181,0.77261,0.72067,0.80518,0.46216,1.36788,1.11987,1.55325,0.000924352,0.000924352,0.000924352
38,1721.51,1.25257,1.09923,1.34712,0.76907,0.72441,0.79827,0.47421,1.33683,1.09332,1.5288,0.000903722,0.000903722,0.000903722
39,1766.91,1.24108,1.09227,1.35355,0.78126,0.73271,0.80034,0.45802,1.36178,1.13431,1.53619,0.000883093,0.000883093,0.000883093
40,1811.67,1.25062,1.10714,1.35326,0.77304,0.72445,0.78701,0.46566,1.3614,1.10231,1.54638,0.000862464,0.000862464,0.000862464
41,1856.54,1.24632,1.07129,1.34733,0.7776,0.68656,0.78107,0.45682,1.3657,1.09902,1.55008,0.000841835,0.000841835,0.000841835
42,1901.72,1.23681,1.06743,1.34211,0.78873,0.71593,0.79133,0.47324,1.31725,1.0823,1.51473,0.000821206,0.000821206,0.000821206
43,1946.67,1.22194,1.05472,1.32595,0.76374,0.7601,0.80566,0.48028,1.33348,1.07021,1.52112,0.000800577,0.000800577,0.000800577
44,1991.83,1.22188,1.04674,1.33726,0.78884,0.7199,0.80206,0.47885,1.33926,1.03309,1.52139,0.000779948,0.000779948,0.000779948
45,2036.94,1.21472,1.03076,1.32727,0.77044,0.69248,0.77694,0.45659,1.35512,1.09662,1.5536,0.000759318,0.000759318,0.000759318
46,2081.84,1.22833,1.03044,1.33629,0.74029,0.74353,0.80009,0.47178,1.32198,1.08734,1.51678,0.000738689,0.000738689,0.000738689
47,2126.84,1.19015,1.0056,1.316,0.75495,0.73831,0.80428,0.47757,1.34762,1.06414,1.53121,0.00071806,0.00071806,0.00071806
48,2171.78,1.20005,1.01518,1.31874,0.78611,0.71206,0.81158,0.48458,1.33727,1.06179,1.52609,0.000697431,0.000697431,0.000697431
49,2217.08,1.17912,0.99513,1.29729,0.8374,0.6856,0.80615,0.4862,1.31084,1.06449,1.50385,0.000676802,0.000676802,0.000676802
50,2262.26,1.18072,0.98536,1.30915,0.79811,0.72677,0.80886,0.47864,1.31966,1.04589,1.50833,0.000656173,0.000656173,0.000656173
51,2307.14,1.16836,0.97529,1.30287,0.85828,0.70183,0.81866,0.49373,1.3121,1.01659,1.5138,0.000635544,0.000635544,0.000635544
52,2352.42,1.1678,0.99014,1.29549,0.79693,0.71383,0.8135,0.484,1.34401,1.04952,1.53832,0.000614915,0.000614915,0.000614915
53,2397.45,1.15397,0.94163,1.28975,0.80729,0.72965,0.8122,0.4813,1.33433,1.0516,1.52232,0.000594286,0.000594286,0.000594286
54,2442.18,1.16327,0.96468,1.29411,0.78377,0.73779,0.80097,0.4799,1.33639,1.02581,1.52836,0.000573656,0.000573656,0.000573656
55,2487.18,1.15443,0.95201,1.28962,0.76993,0.73041,0.80234,0.48104,1.32228,1.02648,1.51059,0.000553027,0.000553027,0.000553027
56,2532.03,1.14251,0.95396,1.28321,0.76663,0.74093,0.79977,0.47663,1.33765,1.01533,1.53829,0.000532398,0.000532398,0.000532398
57,2577.12,1.12587,0.92957,1.26779,0.78938,0.73635,0.81486,0.48925,1.33799,0.99765,1.52347,0.000511769,0.000511769,0.000511769
58,2621.79,1.13144,0.9228,1.26793,0.83609,0.70115,0.80829,0.49067,1.31747,0.98653,1.51706,0.00049114,0.00049114,0.00049114
59,2666.56,1.11669,0.90916,1.2655,0.79739,0.75645,0.81828,0.49161,1.30905,0.98824,1.51126,0.000470511,0.000470511,0.000470511
60,2711.58,1.11728,0.91098,1.26605,0.81298,0.74227,0.83025,0.50053,1.31726,0.98472,1.51333,0.000449882,0.000449882,0.000449882
61,2756.79,1.0944,0.88714,1.24774,0.75732,0.7715,0.80778,0.48819,1.32552,0.99574,1.52754,0.000429253,0.000429253,0.000429253
62,2801.85,1.09766,0.88068,1.25198,0.76702,0.75873,0.81801,0.49324,1.31979,1.00297,1.52333,0.000408623,0.000408623,0.000408623
63,2846.64,1.10996,0.89335,1.25006,0.79353,0.73665,0.80662,0.48172,1.3416,1.00545,1.55447,0.000387994,0.000387994,0.000387994
64,2891.53,1.06941,0.86416,1.23652,0.80076,0.75231,0.82352,0.50078,1.31455,0.96264,1.51555,0.000367365,0.000367365,0.000367365
65,2936.95,1.0846,0.86297,1.23753,0.82362,0.73042,0.82793,0.50244,1.29141,0.95825,1.50624,0.000346736,0.000346736,0.000346736
66,2982.05,1.06999,0.84829,1.23337,0.7945,0.74404,0.81851,0.49119,1.30866,0.96392,1.51698,0.000326107,0.000326107,0.000326107
67,3026.84,1.0653,0.84572,1.23346,0.77286,0.74459,0.81037,0.49446,1.29274,0.97242,1.506,0.000305478,0.000305478,0.000305478
68,3071.68,1.06621,0.84245,1.22843,0.81391,0.75051,0.8296,0.50532,1.30581,0.9452,1.51496,0.000284849,0.000284849,0.000284849
69,3117.17,1.05471,0.83927,1.23141,0.82444,0.732,0.82101,0.50297,1.31261,0.96335,1.51674,0.00026422,0.00026422,0.00026422
70,3162.11,1.05326,0.82107,1.21353,0.74772,0.77246,0.82008,0.49681,1.32251,0.9765,1.53076,0.00024359,0.00024359,0.00024359
71,3230.88,1.02441,0.75751,1.25436,0.78776,0.73741,0.82305,0.49121,1.32169,0.97321,1.52726,0.000222961,0.000222961,0.000222961
72,3275.35,0.99398,0.73719,1.23673,0.79901,0.75354,0.82642,0.50153,1.29807,0.96727,1.52245,0.000202332,0.000202332,0.000202332
